Data ,Label
"डराउन दिनु नै थियो भने थुप्रै माध्यम थिए",2
"के मेकअप नगरी VIDEO CALL गर्नु जरुरी थियो",2

"यस्ता बासी समचार नसुना है",2

"भ्याउने जति नभ्याउने जति मिल्ने जति मिलायर मिल्न सक्ने जति सबै हेर्न आइदिनु होला आउन नसक्ने जति सबै आ आफ्नो ठाउँ बाट समर्थन गर्दिनुहोला देस को गौरब बढाउने काममा पछि नपर्नुस सबैलाई चुले निमन्त्रणा",2
"भ्याउने जति नभ्याउने जति मिल्ने जति मिलायर मिल्न सक्ने जति सबै हेर्न आइदिनु होला",2
"आफ्नो ठाउँ बाट समर्थन गर्दिनुहोला",1
"देस को गौरब बढाउने काममा पछि नपर्नुस सबैलाई चुले निमन्त्रणा",2

"अत्ति भएन बोरो हरु",2

"घण्टी त पछि थप्या जस्तो छ त",2

"पाथिभरा माता मा कोटि कोटि नमन",2

"जय  माता",2

"First love ले छोडेको पीडा",0
"छोडेको पीडा",0

"टिभि हेरेछ्म के हाम्ले नि",2

"हाम्रो घरमा पनि टिभि छ",2

"भाइलाई अब बोरा बिस्तारा बोकाएर नेपाल पठाइदिन्छ",2
"बिस्तारा बोकाएर नेपाल पठाइदिन्छ",2

"यसलाई त हाडे बदाम भन्छन् हैन र ?",2
"हाडे बदाम भन्छन् हैन र ?",2

"केही पाउन केही गुमाउनु पर्छ",1
"केही गुमाउनु पर्छ",0

"ज्यानको बाजि चल्दै छ यहाँ",2

"राम्रो-नराम्रो भन्दा पनि हुने तथ्य यहि नै हो",2

"असली मायामा कचेरा पुछ्दै भिडियोकल गरिन्छ",2
"कचेरा पुछ्दै भिडियोकल गरिन्छ",2

"मेकअप त भ्रम मात्रै हो",2

"हेरुम अब के भनी लुकाउछन आफ्नो ज्यादती लाई",0
"हेरुम अब के भनी लुकाउछन",2

"यस्मा गल्ती दुबै पक्षको देख्छु म चाहिँ",2
"गल्ती दुबै पक्षको देख्छु",2

"वास्तवमा हामी यो गर्न चाहन्छौं",2

"दशै आउनु भनेको कागलाई बेल पाक्यो हर्ष न बिस्मात जस्तै हो",2
"कागलाई बेल पाक्यो हर्ष न बिस्मात जस्तै हो",2

"खसी बिना दसै कसरी आउछ्",2
"दसै कसरी आउछ् ?"2

"सरसफाइ गर्दै गर्दा को फोटो खिच्नु",1
"सरसफाइ गर्दै",1

"सामाजिक सन्जालमा अपलोड गर्नु",2

"कसरि सार्थकता पाउलार सफाई अभियानले ?",2

"सायद पुलिस रोनाल्डो को सपोटर रहेछन",1
"रोनाल्डो को सपोटर रहेछन",1

"लौ सुत्नी बेला पनि भैसकेछ कति चाडो",2
"कति चाडो",2

"बन्द को हल्ला आयो",0
"हल्ला आयो",0

"मलाई भन्या भए यो भन्दा राम्रो pic पठाईदिन्थे नि",2
"राम्रो pic पठाईदिन्थे नि",2

"सन्ध्या र आरती भन्दै नढाट है केटा को अनुहार छ त सबैमा",2
"सन्ध्या र आरती भन्दै नढाट है केटा को",0

"लु first भयर देखाओ अब",2

"कुनै बेला मैले नि बनाथें तर ओठ चै कमेडी भैदिरा",2
"कुनै बेला मैले नि बनाथें",2
"ओठ चै कमेडी भैदिरा",2

"टाउको को बिचमा चैँ के को खत हो ?",2
"के को खत हो ?"

"कपाल र दारी मेरो जस्तै पाल्न खोज्या रैछ अलि भाछैन रे भन्दिनु है",2
"कपाल र दारी मेरो जस्तै पाल्न खोज्या रैछ",2
"अलि भाछैन रे भन्दिनु है",2

"रेखी हानेको कि कपाल नि त्यस्तो कोरेको अलि बुझिएन ?",2

"हाम्रो गाउँ को रोड भन्दा नि ठूलो रहेछ लाईन त",2
"ठूलो रहेछ लाईन त",2

"कति गाडी पार्किङ्ग गर्न मिल्ला ?",2

"Pokhara university better then stanford university.",1

"कुकुर भन्दा मान्छेको भाउ कम रहेछ कुकुर मानव बन्दै  मानव पशु बन्दै",0
"कुकुर भन्दा मान्छेको भाउ कम रहेछ",0
"कुकुर मानव बन्दै  मानव पशु बन्दै",0

"अघि live scores app मा देखेको थिये बिस्वास लाग्या थियेन बल्ल बिस्वास लागो",1
"अघि live scores app मा देखेको थिये बिस्वास लाग्या थियेन",0
"बल्ल बिस्वास लागो",1

"हेरेको थिए तर बिस्वस नलागेर तपाईंको पोस्ट हेरेको हो रहेछ",2
"तपाईंको पोस्ट हेरेको हो रहेछ",2

"के वास्तवमा हामी यो गर्न चाहन्छौं ?",2
"हामी यो गर्न चाहन्छौं ?",2

"अस्ति को झ्याप ले चोदेको छैन क्या रुतिने",0
"अस्ति को झ्याप ले चोदेको छैन क्या ?",0

"नेपाललाई लिएर जज लाई गाली गर्नु मुर्खता हो",2
"जज लाई गाली गर्नु मुर्खता हो",2

"महिलाहरू असुरक्षित छन्",0

"गाउँका केटीहरु बलात्कारको सिकार सहरका केटीहरु acid को सिकार" ,0
"गाउँका केटीहरु बलात्कारको सिकार",0
"हरका केटीहरु acid को सिकार",0

"कैले काही त यो केटाको जात देख्दा, सरम लागेर आउछ",0
"सरम लागेर आउछ",0

"Get well soon poor girl",1

"Kp oli देश प्रवेश गर्नासाथ किन देशमा अपराधिक क्रियाकलाप बढ्छ ?",2
"देशमा अपराधिक क्रियाकलाप बढ्छ",2

"लाईभ देखेर आको",2

"Pakkai Mayama doka khako le gryex",2
"Mayama doka khako",0

"Seed नपाइने मेरो देशमा acid जताततै पाइन्छ",0

"ani marathon sakepachi pollution hatcha ?",2

"Opportunity for berojgars",1

"nepal mathi daro jyaddati ra paap gareka raichan",0
"jyaddati ra paap gareka raichan",0

"We are waiting for modi Visit nepal 2020",2

"Tyo terai lagi sad news ho hamro lagi haina",2
"Tyo terai lagi sad news ho",2

"यो हिमाल कहाँ पर्छ ? ",2

"बाबा म त अब अष्टेलिया जाने हो |",2

"नेपालमा बसेर केहि होलाजस्तो छैन",0
"केहि होलाजस्तो छैन",2

"मेरो सबै साथिहरु अष्टेलिया मै छन्",2

"हुन त यहाँ रोजगारीको अवसर छैन",0

"Man vs wild in Nepal",2

"Mero ex laini rescue gari launa paro arko sanga basiraxe",1

"I thought he was holding my friends",2

"पोखरामा गड्याउला नि ठुला हुदा रहेछन",2
"गड्याउला नि ठुला हुदा रहेछन",2

"जेठान दाई नेपालबाट Sydney आउनुभो",2
"नेपालबाट Sydney आउनुभो",2

"Sidai mann paro vanna",1

"बढो घुमायर प्रचार गर्दैछ",1

"फणिन्द्रको साईकलमा जात्रै जात्रा हेर्न आउँदै छु म",2

"दुईटा फूल जुधथ्यो, झाडी हल्लिन्थ्यो अनि पर्दामा कालो आउथ्यो त्यसपछि हिरोनीले वाक वाक गरेको फिलिम हेर्दै हुर्केको मुन्छे हुम् हामी । त्यहि भएर अहिलेको हावा फिलिमहरु हेरिदैँन",2
"दुईटा फूल जुधथ्यो, झाडी हल्लिन्थ्यो अनि पर्दामा कालो आउथ्यो",2
"त्यसपछि हिरोनीले वाक वाक गरेको फिलिम हेर्दै हुर्केको मुन्छे हुम् हामी ",2
"त्यहि भएर अहिलेको हावा फिलिमहरु हेरिदैँन",0

"First भैयो आज",1

"बुवा दर्सन",1

"Pls don't thank government....Thank those who protest",1
"Thank those who protest",1

"kaalo matra halera bato pitch bhako bhanidaina..",2

"रबि लामिछाने ले आफ्नो कार्यक्रम मा देखाये पछी अलि दबाब बढेको जस्तो लाग्यो",2
"अलि दबाब बढेको जस्तो लाग्यो",2

"तर जनता सडक मा उत्रेर दबाब दिय जस्ले यो भयेको हो त्यो नै ठूलो कुरा हो",2
"जनता सडक मा उत्रेर दबाब दिय जस्ले यो भयेको हो",1
"त्यो नै ठूलो कुरा हो",1

"बौद्धको बाटो पिच नहोस, यहि कुरामा सधै सरकारको बिरोध गर्न पाइयोस भन्दै केही तत्वहरु योजनाबद्ध तरिकाले पिच गर्न नदिन लागेको थिए तर सरकारले तिनिहरुको योजनालाई चक्नाचुर बनायो र उनिहरुको सबै षडयन्त्र फेल भयो",2
"बौद्धको बाटो पिच नहोस",0
"हि कुरामा सधै सरकारको बिरोध गर्न पाइयोस भन्दै केही तत्वहरु योजनाबद्ध तरिकाले पिच गर्न नदिन लागेको थिए",1
"सरकारले तिनिहरुको योजनालाई चक्नाचुर बनायो र उनिहरुको सबै षडयन्त्र फेल भयो",1

"how long will it be exist",2

"I still can't believe",2

"यो फेसबुक ग्रुपमा जोइन गर्नुहोस दलाल र ठग मेनपावर बाट बच्नुहोस",1
"यो फेसबुक ग्रुपमा जोइन गर्नुहोस",2
"दलाल र ठग मेनपावर बाट बच्नुहोस",1

"एक हप्ता पछि रवि लामिछानेले हातैले पिच उक्काको भिडिओ हेर्न पाइने भयो फेरी...",2
"हातैले पिच उक्काको भिडिओ हेर्न पाइने भयो फेरी...",2

"झापामा घर छ मलाई के को डर छ",1
"झापामा घर छ",2
"मलाई के को डर छ",1

"पिच हुनको लागी हडताल गर्नु पर्ने रहेछ",0

"tamaatar को भाउ badhyo भनेर हो क्या chatni नै छैन",2

"नेपालि खाना त धोका हो",0
"धोका हो",1

"अहिले को परीस्थीती हेर्दा सायद यहाँ को सबै भन्दा धनी ब्यक्ति मै होला जस्तो लाग्छ",1
"यहाँ को सबै भन्दा धनी ब्यक्ति मै होला जस्तो लाग्छ",1

"खायो ढिडो हल्यो हिड्यो",2
"हल्यो हिड्यो",0

"टमाटर किन्न भनेर बजार तिर निस्केको, पैसा नपुगेर 1 रोपनि जग्गा किनेर आइयो",2
"पैसा नपुगेर 1 रोपनि जग्गा किनेर आइयो",2

"Next year tyo first seat ma mah hunxu routiney",1

"Bichara haru aausi ra purne ma bal bal Nepali movie herna pauxan ani na hasera k runu tw",2
"ani na hasera k runu tw",2
"Bichara haru aausi ra purne ma bal bal Nepali movie herna pauxan",0

"Front row tira basera film herda first time faida vayo",1
"film herda first time faida vayo",1

"आफ्नो दुख अनि जात्रा बिर्सेर केहि छिन को लागी जात्रै जात्रा हेरेर मुस्कुराउदै दर्शक हरु",1
"जात्रै जात्रा हेरेर मुस्कुराउदै दर्शक हरु",1

"Kaile YouTube ma aaula jasto vaisakyo",1

"Australia रे हेर्दा त अनि कुमारि हल जस्ताे छ त हैन australia मा नेपाली मात्रै छन कि australia नेपालमै पर्छ",2
"Australia रे हेर्दा त अनि कुमारि हल जस्ताे छ त",2
"हैन australia मा नेपाली मात्रै छन कि australia नेपालमै पर्छ",1

"त्याे भन्दा बढी त हाम्रो गाउमा गाेरू ब्याउदा हास्छन",2
"गाेरू ब्याउदा हास्छन",1

"राजेश दाईको नया मुभी नलागेसम्म फिल्म हलमा गईन्न",2
"फिल्म हलमा गईन्न",0

"भाडा माज्दा माज्दा थाकेर आराम गरेकाहरु",2
"थाकेर आराम गरेकाहरु",2

"ल म्या सब हाँस्दिरा",2

"अब बाइक नहुनेले पनि हेल्मेट किन्न पर्ने भयो  कतै जादा पनि हेल्मेट bag मा बोकेर हिंड्न् पर्ने भयो कसैले फ्याट्ट लिफ्ट दिए भने झिक्यो लगायो",2
"अब बाइक नहुनेले पनि हेल्मेट किन्न पर्ने भयो",0
"कतै जादा पनि हेल्मेट bag मा बोकेर हिंड्न् पर्ने भयो",2
"फ्याट्ट लिफ्ट दिए भने झिक्यो लगायो",2

"यहाँ गर्व गर्न लायक कुराे चाहि केही छैन है",0
"लायक कुराे चाहि केही छैन",0

"Helmet pasal haru ko sabai helmet order cancel bhayeko cha.",2

"Yedi hune ho vane ghar maa bike navayeni helmet chai vetinxa",2
"maa bike navayeni helmet chai vetinxa",2

"चिट काटेपनि पछाडि बस्ने मान्छेको काटे त ठिकै हुन्थ्यो हेल्मेट लगाउने बानी बस्थ्यो त्यो कपाल कोले उडाईदिने फेरी हेल्मेट लगाएपछि",1
"चिट काटेपनि पछाडि बस्ने मान्छेको काटे त ठिकै हुन्थ्यो",1
"हेल्मेट लगाउने बानी बस्थ्यो",1
"कपाल कोले उडाईदिने फेरी हेल्मेट लगाएपछि",2

"राज्यको ढुकुटी बाट यस्ता यस्ता मोटरसाइकल किनेर हाफ पाइन्ट र चप्पल लगाएर कुन सरकारी कार्यलय मा कस्तो काम गर्न जाँदैछन यी राष्ट्रसेवक ?",2

"हेल्मेट बेच्ने फिलिङ रुन्चे विथ कमिशन खाने मन्त्रीहरु एन्ड ९९९ अरुहरु",0
"हेल्मेट बेच्ने फिलिङ रुन्चे",0

"ह्या मुला हेल्मेट किनिसके मैले। अब के सुत्दा लगाउ त्यो हेल्मेट ?",0
"ह्या मुला हेल्मेट किनिसके मैले",0
"के सुत्दा लगाउ त्यो हेल्मेट ?",0

"class मा हुँदा सुत्न पाउने rule पनि implement गर्नु पर्‍यो सरकार ।",0
"rule पनि implement गर्नु पर्‍यो सरकार ।",2

"जिम्मेवारी बोकेर हिड्नु छ म दुई/दुई वटा हेल्मेट बोकेेर हिड्न सक्दिन सरकार",1
"जिम्मेवारी बोकेर हिड्नु छ म",2
"दुई/दुई वटा हेल्मेट बोकेेर हिड्न सक्दिन सरकार",0

"भने पछि अब हामी जस्ता बाइक नहुनेलाइ हेल्मेट नकिने नि हुने भो",2
"हेल्मेट नकिने नि हुने भो",2

"को बन्छ करोड पति भाग 42 मा 34 मिनेट 17 सेकेन्ड जादा खेरी रु एक करोड को प्रश्न को उत्तर बाहिरी या अन्य कतै बाट सानू आवाजमा माघ हो माघ भनीएको सुन्न सकिन्छ ।के यो साचिकै अरु मान्छे भनिएको हो ?",2

"Take 10,000 rupess loan from your Girlfriend she will never leave you.",2
"she will never leave you.",1
"Take 10,000 rupess loan from your Girlfriend",1

"अनि अरु सुना",2

"भनेसि यो सुड्डो UK को बडाअध्क्षय भयो",0
"यो सुड्डो",0

"Bujhya ho ni originally Prabat re aba niu khoj ta",2
"aba niu khoj ta",2

"Sansar ko junai kuna ma gaye ni Nepali lai Rajniti chai garnai parcha.",2
"Nepali lai Rajniti chai garnai parcha.",2

"कोई नेपाली बेलायती मेयर भैसके,आफू भने माईक्रो मा कार्ड देखाउदै हिडिराछु",0
"कोई नेपाली बेलायती मेयर भैसके",2
"आफू भने माईक्रो मा कार्ड देखाउदै हिडिराछु",2

"हैट नेपाली हो नि",1

"i am proud for him although is nomore citizen of Nepal",1
"i am proud for him",1
"nomore citizen of Nepal",0

"सुनको होला कि नाइ त्यो माला",2
"सुनको होला कि नाइ",2

"नेपाल जस्तै बनाउ शुभकामना।",1

"उनलाई नेपाली बोल्न त आउँछ ?",2

"daju पर्बतेली कडा निस्के त्",1
"कडा निस्के त्",1

"Sagarmatha chadni buddhi huni ly kt mathi chadnu aghi ali kati buddhi lagako bhaya",1
"kt mathi chadnu aghi ali kati buddhi lagako bhaya",1

"कामिरिता शेर्पा एक हप्तामा दुई दुई पटक सगरमाथा को टुप्पोमा पुगेर फर्किसके, एउटा लामो डोरी उनैलाई दिएर पठाइएको भए त अस्ति काम सकिने रछ नि",2
"कामिरिता शेर्पा एक हप्तामा दुई दुई पटक सगरमाथा को टुप्पोमा पुगेर फर्किसके",1
"एउटा लामो डोरी उनैलाई दिएर पठाइएको भए त अस्ति काम सकिने रछ नि",2

"मलाई आश्चर्य लाग्छ,",2

"मलाई अचम्म लाग्छ,",2

"मलाई अनौठो लाग्छ,",2

"मलाई उदेक लाग्छ,",2

"मलाई ताज्जुप लाग्छ,",2

"मलाई उल्का लाग्छ,",2

"म चकित हुन्छु,",2

"म छक्क पर्छु!!",2

"म हेरेको हेरै हुन्छु",2

"म दङ्ग पर्छु.",2

"ल म्याचिस, 5 mtr जग्गालाई पाँच मिनेट नापेर पन्ध्र हजार माग्नेहरू सगरमाथा नै नाप्न गए भनेपछि बजेट त राम्रै पाे खर्च हाेला जस्ताे छ त",2
"सगरमाथा नै नाप्न गए भनेपछि बजेट त राम्रै पाे खर्च हाेला जस्ताे छ त",1
"ल म्याचिस, 5 mtr जग्गालाई पाँच मिनेट नापेर पन्ध्र हजार माग्नेहरू",0

"नापेर सकियो फर्किदै पनि छन तै पनि कसरी 6 महिना पछी मात्र थाहा हुने ? कि अरु जसो यो पनि अन्तर्राष्ट्रियको आदेस झै पर्खेको थाहा हुनलाई ? पत्रकार ले लेख्न नजान्या हुन कि जनताले नबुज्या हुन कि सरकारले ?",2
"नापेर सकियो फर्किदै पनि छन तै पनि कसरी 6 महिना पछी मात्र थाहा हुने ?",2
"कि अरु जसो यो पनि अन्तर्राष्ट्रियको आदेस झै पर्खेको थाहा हुनलाई ?",0
"पत्रकार ले लेख्न नजान्या हुन कि जनताले नबुज्या हुन कि सरकारले ?",2
"पत्रकार ले लेख्न नजान्या हुन",0
"जनताले नबुज्या हुन",0

"Feeling confused with ramesh uncle ko xoro & 99 others",0
"Feeling confused",0

"नाक कोटयाएर तेहि औंला मुख मा हाल्ने हरु को पनि छुट्टै swag छ बाबै"।,0
"नाक कोटयाएर तेहि औंला मुख मा हाल्ने हरु",0
"छुट्टै swag छ बाबै",2

"हाम्रो सत्तामा जाने दिन कहिल्यै आउन्न",0
"जाने दिन कहिल्यै आउन्न",2

"फोटो खिच्दा साइड मा तोप हानेर बसिराथे",0
"साइड मा तोप हानेर बसिराथे",0

"यो त भर्खर सुरु मात्रै हो अझै हेर के के आउछ",2
"अझै हेर के के आउछ",2
"यो त भर्खर सुरु मात्रै हो",2

"अहिले चै कसरी पत्ता लाग्यो र?",2

"अल्लि दुई तीन महिना पछि पत्ता लाको भा कति गजब हुनि",1
"कति गजब हुनि",1

"कस्तो नियम हो यो ढुंगे यूगमा बसे जस्तै बस्नु पर्ने",0
"कस्तो नियम हो यो",2
"ढुंगे यूगमा बसे जस्तै बस्नु पर्ने",0

"हरेक कुरामा सकारात्मक र नकारात्मक कुरा हुन्छ",1

"हेरेको थिए तर बिस्वस लागेन",0

"जताततै बमको मात्रै हल्ला...पाध्न नि डर लाग्यो, कतै बम पड्क्यो भनेर भागाभाग हुन बेर छैन",0
"जताततै बमको मात्रै हल्ला..",0
"पाध्न नि डर लाग्यो",0
"कतै बम पड्क्यो भनेर भागाभाग हुन बेर छैन",0

"When you try to make bomb with the help of YouTube tutorials ?",2

"Whats the update refarding the rumours of strike tomorrow???",2

"Hope Drake won't come in Toronto !",2

"Raise your hand who are supporting Golden state warriors?",2

"बचपन होइन बालापन भनिन्छ नेपाली भासामा। नाम भने रुटिन अफ नेपाल बन्द छ, शब्द भने अरु नै छ। स्पष्ट नेपाली लेख्न आउदैन भने ""नेपाल"" शब्द हटाउदा हुन्छ।",0
"बचपन होइन बालापन भनिन्छ नेपाली भासामा।",2
"नाम भने रुटिन अफ नेपाल बन्द छ, शब्द भने अरु नै छ",0
"स्पष्ट नेपाली लेख्न आउदैन भने ""नेपाल"" शब्द हटाउदा हुन्छ",2

"लौ सिक्कामा थुक कि सुक चै गरिएन है। ढुङ्गामा गरियो, अरु अरुमा पनि गरियो तर सिक्कामा कि Head कि tail कि गाई कि त्रिशुल नै गरियो।",2
"लौ सिक्कामा थुक कि सुक चै गरिएन है।",2
"सिक्कामा कि Head कि tail कि गाई कि त्रिशुल नै गरियो",2

"हामी त बाले दिनुभएको गाइ पैसाले गर्थेउ दस रूपैया भएत जोजो चाउचाउ पो खाइन्थ्यो",2
"दस रूपैया भएत जोजो चाउचाउ पो खाइन्थ्यो",2

"तर मलाई चाहि जान अल्छी लाग्छ कोहि मेरो साट्टो गइदेउ र eid मनाइदेउ है ।",0
"कोहि मेरो साट्टो गइदेउ र eid मनाइदेउ है ।",2
"मलाई चाहि जान अल्छी लाग्छ",2

"फलानोले त यस्तो गर्‍यो तँ भने ढुकु लन्ठक भन्चन्",0
"तँ भने ढुकु लन्ठक",2

"लेउ यहि खुसि मा चकलेट खाउ",1
"खुसि मा चकलेट खाउ",1

"नजाने ठाउँ को बाटो नसोधेकै राम्रो",1
"बाटो नसोधेकै राम्रो",2

"भनेको मान्नलाइ तह लगाएर राख्नुपर्यो नि",1
"तह लगाएर राख्नुपर्यो नि",2

"अाफ्ना छोराछोरी तह लाउन नसक्ने अनि सबैले परिणाम भोग्नुपर्ने",0
"अाफ्ना छोराछोरी तह लाउन नसक्ने अनि",0
"सबैले परिणाम भोग्नुपर्ने",2

"त्यत्रो त्यत्रो मोबाइल किन दिनुपर्छ बच्चालाई",2
"मोबाइल किन दिनुपर्छ बच्चालाई ?",2

"थाहा छत कति गाह्रो हुन्छ भुल्न",0
"गाह्रो हुन्छ भुल्न",2

"तिमीलाई सधैं अगाडि राखन मन थियो",1
"अगाडि राखन मन थियो",2

"आँखा भन्दा अगाडि,",1

"मन भन्दा अगाडि",1

"अनी जीवन भन्दा अगाडि",2

"तेसैले त तिम्रो नामको पहिले अक्षर मात्र अगाडि राख्न पायको छु।",1

"सपना अनि समझना,",2

"सुन्दा फरक छन ",2

"मेरो जिवनमा दुबैले यौटै अर्थ राख्छ,",2

"जिवनका दुइ भिन्न पाटा आज यौटै भयका छन",0

"नाम को अगाडीको ""s"" पनि सपना र सम्झना को s हो कि महेश?",2

"हुदैन बिहान मिर्मिरे मा तारा झरेर नगए",1

"छिनको छिनमै झुट बोल्दिने तरिका हो",0

"बरु उनलाई भुल्न सकिएका तर पबजि भुल्न सकदिन",2
"पबजि भुल्न सकदिन",2

"केही मत्रामा सभ्य लुगा अनि अलि खुकुलो लुगा लगाएर गएको भए राम्रो",1
"अलि खुकुलो लुगा लगाएर गएको भए राम्रो",2

"यो देश मा लभ गर्ने बाताबरण नै छैन",0

"ताइनतुइ का चटक देखाएर बस्छ्स मुला",0

"यो ठीक गरेन भोस्डिकी सरकारले",0
"भोस्डिकी",0

"अनसन जुलुस बिरोध केही त हुनु पर्यो नि",0
"केही त हुनु पर्यो नि",2

"अनुमान जे गर्दा नि भयो नि",2

"खै प्रतिपक्ष को भुमिका निर्बाह गरेको ?",2

"के मजाक हो यो आन्टिको",2

"सबै चोर छन हाम्रो देश मा",0

"भुँडी फुटेर मरोस सब का सब",0
"भुँडी फुटेर मरोस",0

"त्यसैत झगडा गर्न खप्पिस छन नेपालि",2
"झगडा गर्न खप्पिस",0

"नेपालमा नि गर्दिए आनन्दै हुन्थियो",1

"ल कुरा त ठिकै हो तर हास्ने चै कुन बेला",2
"ल कुरा त ठिकै हो",2
"हास्ने चै कुन बेला ?",2

"अब अल्छी लागेको बेला चटक हेर्न",2

"दुनियाको नौटन्की हेर्न पर्दैन ",2
"हेर्न पर्दैन",2

"के अर्को ग्रह मा जान्छन रे.. तेस्रो लिङ्गी हरु",0
"के अर्को ग्रह मा जान्छन रे",2
"तेस्रो लिङ्गी हरु",0

"यसमा आपत्तिजनक कुरा केही छैन",1

"सिस्नु पानी लगाउनु पर्छ सप्पै जना लाई",0
"सिस्नु पानी लगाउनु पर्छ",0

"यो धर्तीमा खुसी संग बस्नी बाताबरण नै छैन",0
"बस्नी बाताबरण नै छैन",0

"गरि खान दिने भएनन्",0

"खबर सुनेपछि नराम्रो लगेयो",0
"नराम्रो लगेयो",0

"म यो दैनिक पढ्नको लागि प्रयोग गर्दैछु",1
"पढ्नको लागि प्रयोग गर्दैछु",1

"छिटो बन्द गर यो नाटक",0

"हेर्नुस अब नेपाल मा नयाँ नाटक",1
"नेपाल मा नयाँ नाटक",2

"मान्नै पर्छ नेपालीहरुको चटक लाई",1

"थुईइक तिमीहरुको कुहिएको बुद्दी",0
"कुहिएको बुद्दी",0

"बल्ल राम्रो देखियो तलाई यो लगाएको",1

"कतिबेला डोजर लाएर मार्छ अत्तोपत्तो छैन ",0
"डोजर लाएर मार्छ",0

"बधाई छ येस्को बिरोध मा लाग्ने स्थानियबासी ",1

"समाजसेवा कसैको कमाइखाने भाडो बनाउन दिनुहुदैन",1

"ढिलो आयो तर कडा आयो",1
"ढिलो आयो",0
"कडा आयो",1

"शत्रु लागेपछि यस्तै हाे",0
"शत्रु लागेपछि",0
"यस्तै हाे",2

"दोषी प्रकाउ परिसक्यो,अव किन काम रोक्नु र",1
"अव किन काम रोक्नु र",2
"दोषी प्रकाउ परिसक्यो",1

"अब यहि सुनन् बाकि थियो भोष्डि",0
"भोष्डि",0
"अब यहि सुनन् बाकि थियो",2

"अनि यो चुरोट खाने सग बस्दा चाहिँ मारिन्छ कि मरिदैन ?",2
"मारिन्छ कि मरिदैन ?",2
"अनि यो चुरोट खाने सग बस्दा चाहिँ मारिन्छ ?",2
"चुरोट खाने सग बस्दा ",0

"यो कुरा ले मेरो मन कटक्क खायो रुटिने दाजु",0
"मन कटक्क खायो",0
"यो कुरा ले मेरो मन कटक्क खायो",0

"यस्तो खबर सुन्दा मुटु पोल्छ रबि दाइ",0
"मुटु पोल्छ रबि दाइ",0
"यस्तो खबर सुन्दा मुटु पोल्छ",0

"तेसैले केटा केटी हो चुरोट छाडेर तोप खाउ तोप",0
"चुरोट छाडेर तोप खाउ",0
"तेसैले केटा केटी हो चुरोट छाड",1

"राम्रो सङ चुरोट खाने वातावरण नि छैन देश मा",2
"खाने वातावरण नि छैन देश मा",0
"वातावरण नि छैन देश मा",0

"देशको उन्नति र प्रगतिको बाधक बन्न खोज्नेलाई कडा भन्दा कडा सजाय होस ।",1
"कडा भन्दा कडा सजाय होस ",1
 
"खोइ कारबाही कसले के गर्ला र त्यो कुकुर लाइ",0
घुस खान नपाएर रचेको जाल हो",0
"खोइ कारबाही कसले के गर्ला",2
"त्यो कुकुर लाइ",0
"घुस खान नपाएर रचेको जाल हो",0

"गौतमबुद्द अन्तराष्ट्रिए क्रिकेट स्टडिएमको नराम्रो खबरले हामि सबै दुखि छौ ",1
"नराम्रो खबरले हामि सबै दुखि छौ",1

"यति खतरा पोष्ट गर्या छ, यो रुटिनेले पनि सही मात्रै बना छ, यो पोष्ट त सही मात्रै हैन असही,ईन्सपेक्टर,डीएसपी...आईजिपि नै छ",2
"यति खतरा पोष्ट गर्या छ",1
"यो रुटिनेले पनि सही मात्रै बना छ",1
"ो पोष्ट त सही मात्रै हैन असही,ईन्सपेक्टर,डीएसपी...आईजिपि नै छ",1
 
"आफ्नो दुख-बेदना अरुलाइ सुनाएर के गर्नु रविदाइ ,आपत-बिपतमा साथ दिने कोही हुदैन",1
"आफ्नो दुख-बेदना अरुलाइ सुनाएर के गर्नु",1
"रविदाइ ,आपत-बिपतमा साथ दिने कोही हुदैन",1
"साथ दिने कोही हुदैन",0

"रक्सिको भाउ बढ्यो रबि दाइ लोकल खाँदा मन कटक्कै खान्छ।",2
"रक्सिको भाउ बढ्यो",0
"लोकल खाँदा मन कटक्कै खान्छ",2
"मन कटक्कै खान्छ",0

"सब जना एक दिन भेला भएर सब लाई समातेर सामाजिक हिसाब ले कारवाही गरम आउनुस साथ दिनुस",1
"आउनुस साथ दिनुस",1
"सब जना एक दिन भेला भएर सब लाई समातेर सामाजिक हिसाब ले कारवाही गरम",0

"हरेक समाजसेवा लाग्ने युवालाइ ठोस पुगेको छ",1
"युवालाइ ठोस पुगेको छ",0
"समाजसेवा लाग्ने युवा",1
"ठोस पुगेको छ",0

"आफुले सहयोग गर्नु परै जाओस् उल्टै राम्रो काम हुन लाग्दा तगारो बनेर बस्छन् "0
"आफुले सहयोग गर्नु परै जाओस्",0
"उल्टै राम्रो काम हुन लाग्दा तगारो बनेर बस्छन्",0

"सहयोग गर्न सक्दैनौ भने राम्रो काम को थालनी हुने कुरामा तगारो पनि नबनिदेउ"1
"राम्रो काम को थालनी",1
"तगारो पनि नबनिदेउ",1
"सहयोग गर्न सक्दैनौ",0

